Address,City,Country,Postal_Code,State_Province,Country,Google Verified Address,Latitude,Longitude
918 Idaho Street,Boise,US,83707,ID,USA,918 W Idaho St  Boise  ID 83702  USA,43.61759199999999,-116.204573
West 200 Hanley Ave #4,Coeur D Alene,US,83814,ID,USA,200 W Hanley Ave #4  Coeur d'Alene  ID 83815  USA,47.7317686,-116.7896362
1460 N.W. Garden Valley Blvd.,Roseburg,US,97470,OR,USA,1460 NW Garden Valley Blvd  Roseburg  OR 97470  USA,43.2352958,-123.373667
1502 S.E. Everett Mall Way,Everett,US,98204,WA,USA,1502 SE Everett Mall Way  Everett  WA 98208  USA,47.9125771,-122.2114601
Main & Wall St,Spokane,US,99201,WA,USA,N Wall St & W Main Ave  Spokane  WA 99201  USA,47.6590128,-117.4220795
6333 SW Macadam Ave Ste 103,Portland,US,97201,OR,USA,6333 SW Macadam Ave #103  Portland  OR 97239  USA,45.4781744,-122.6727073
#42 Oregon City Shopping Center,Oregon City,US,97045,OR,USA,Oregon City  OR 97045  USA,45.3573429,-122.6067583
25615 104th Ave SE,Kent,US,98031,WA,USA,25615 104th Ave SE  Kent  WA 98031  USA,47.3717664,-122.2033034
10309 SE 82nd,Clackamas,US,97266,OR,USA,10309 SE 82nd Ave  Portland  OR 97222  USA,45.4486526,-122.5789923
43900 Icehouse Terrace,Fremont,US,94539,CA,USA,43900 Ice House Terrace  Fremont  CA 94538  USA,37.5111942,-121.9463883
2500 Las Pisitas Rd.,Livermore,US,94550,CA,USA,2500 Las Positas Rd  Livermore  CA 94551  USA,37.6987508,-121.7707074
